epoch,train_loss,val_loss,train_acc,val_acc,lr
0,1.8957116065216064,1.5349083883285521,0.31484,0.4209,0.1
1,1.437242477645874,1.2738650131225586,0.47218,0.5356,0.1
2,1.1836741353607179,1.1578566549301148,0.57534,0.5908,0.1
3,0.9797640018463135,0.9730733904838562,0.65466,0.6518,0.1
4,0.8186786831474304,0.9869042699813843,0.71384,0.6619,0.1
5,0.6928261714935303,0.722104542350769,0.75998,0.7461,0.1
6,0.608662527770996,0.7153587364196777,0.7892,0.7545,0.1
7,0.5676653154182434,0.6231325464248657,0.80462,0.788,0.1
8,0.5282195104408264,0.8962130275726319,0.81884,0.711,0.1
9,0.5088866296577453,0.5868453874588012,0.82502,0.8016,0.1
10,0.482782993888855,0.6880620714187622,0.83394,0.7654,0.1
11,0.4659745411682129,0.6347714803695679,0.83986,0.7966,0.1
12,0.45112186435699464,0.6579452124595642,0.84534,0.7818,0.1
13,0.4488622772216797,0.5986407486915588,0.84606,0.7969,0.1
14,0.42658396779060365,0.6289959031581879,0.85352,0.8028,0.1
15,0.4224656136894226,0.6828881295204162,0.857,0.7691,0.1
16,0.41203859130859377,0.5393766884803772,0.85996,0.8192,0.1
17,0.40553465081214907,0.5460958325386047,0.86226,0.8201,0.1
18,0.39805955709457397,0.7036744827747345,0.86462,0.7805,0.1
19,0.39409869233131406,0.8273151313781738,0.86456,0.7524,0.1
20,0.38915783453941344,0.5436122400283814,0.86854,0.8199,0.1
21,0.3814194836044312,0.6852126884460449,0.86906,0.7774,0.1
22,0.38711140583992004,0.5790088033676147,0.86776,0.8154,0.1
23,0.37503866075515746,0.5381113780021668,0.87182,0.8184,0.1
24,0.37478255555152895,0.5039809028863906,0.87248,0.8325,0.1
25,0.3693556491947174,0.4896561694145203,0.8737,0.8398,0.1
26,0.3658854025936127,0.48756760835647583,0.87432,0.8368,0.1
27,0.3623424705696106,0.6932395077705383,0.87538,0.7791,0.1
28,0.36503813009262087,0.5555095771789551,0.87494,0.8177,0.1
29,0.3598147812652588,0.5211641749382019,0.87678,0.8298,0.1
30,0.36142093328475955,0.45170022711753843,0.87606,0.8505,0.1
31,0.3532711538124084,0.5948377724647522,0.8785,0.8081,0.1
32,0.3549827188396454,0.48681707077026365,0.87964,0.83,0.1
33,0.3517815026760101,0.5167554429531097,0.88072,0.8328,0.1
34,0.3491410834312439,0.7090285151958465,0.88238,0.7889,0.1
35,0.3506024648284912,0.48519654331207274,0.87992,0.8405,0.1
36,0.34762911875724795,0.46984493227005003,0.88284,0.8416,0.1
37,0.3472167619419098,0.466218742275238,0.88294,0.8451,0.1
38,0.3414725818824768,0.6993570943832398,0.88434,0.7929,0.1
39,0.3462011999130249,0.6594519747018814,0.8817,0.7924,0.1
40,0.3431303694820404,0.5054510701179504,0.88236,0.8396,0.1
41,0.33785261121749877,0.46824847826957705,0.88422,0.8409,0.1
42,0.34135878209114073,0.5425332544326782,0.88432,0.8203,0.1
43,0.33711368364334104,0.46914870896339417,0.88502,0.8456,0.1
44,0.33464765756607057,0.45879234590530393,0.88542,0.8487,0.1
45,0.3333511396026611,0.46898418617248533,0.88628,0.8471,0.1
46,0.34024363644599914,0.5661452207088471,0.88386,0.8198,0.1
47,0.33678325258255004,0.4177690839767456,0.88668,0.8627,0.1
48,0.3323418643093109,0.49287257707118987,0.88616,0.8405,0.1
49,0.336396834897995,0.561919030714035,0.88558,0.8141,0.1
50,0.32785505250930785,0.41344794249534605,0.88776,0.8597,0.1
51,0.33434684378623963,0.5423762556076049,0.88678,0.828,0.1
52,0.32786956672668455,0.5624343116283417,0.88908,0.8155,0.1
53,0.3340788659191132,0.7251739361763,0.88522,0.7643,0.1
54,0.32461684871673585,0.48822792949676513,0.88958,0.8432,0.1
55,0.32733584860801695,0.4637326859951019,0.88896,0.8515,0.1
56,0.3278227966403961,0.6563640087127686,0.88852,0.79,0.1
57,0.32834041877269743,0.49286731815338136,0.8879,0.837,0.1
58,0.32450691202163695,0.6981141291618347,0.88956,0.79,0.1
